Song,Artist(s),Writer(s),Album(s),Year,Lyrics,Views,Lyrics_word_count,All_word_count,All%,Harry_word_count,Harry%,Liam_word_count,Liam%,Louis_word_count,Louis%,Niall_word_count,Niall%,Zayn_word_count,Zayn%,Most_Common,Harry Styles_W,Zayn Malik_W,Louis Tomlinson_W,Niall Horan_W,Liam Payne_W,Unique_Words,Main_One,Most_Common_Count
Change Your Ticket,One Direction,"Niall Horan, Zayn Malik, Liam Payne, Harry Styles, Louis Tomlinson, Sam Martin, Julian Bunetta, John Ryan",Four,2014,"Don't go Don't go Watchin' you get dressed messes with my head Take that bag off your shoulder Come, get back in bed, we've still got time left This don't have to be over And you say, ""It's hard to keep a secret"" Girl, don't leave me all alone in this hotel And these shades can hide us from the streets, yeah One weekend, I'll promise that I'll never tell You should probably stay, probably stay a couple more days Come on, let me change your ticket home, oh-oh You should probably stay, be with me a couple more days Come on, let me change your ticket home Don't go, it's not the same when you're gone And it's not good to be all alone So, you should probably stay, be with me a couple more days Come on, let me change your ticket home You might also like Don't play innocent, I know what you meant When you said you'd come over Aren't we way past that, playin' hard to get? We did that when we were younger And you say, ""It's hard to keep a secret"" Girl, don't leave me all alone in this hotel And these shades can hide us from the streets, yeah One weekend, I'll promise that I'll never tell You should probably stay, probably stay a couple more days Come on, let me change your ticket home, oh-oh You should probably stay, be with me a couple more days Come on, let me change your ticket home (Come on, let me change your ticket) Don't go, it's not the same when you're gone And it's not good to be all alone (Oh!) Don't go, it's not the same when you're gone Come on, let me change your ticket home, oh-oh Why don't we take some time? Why don't we take just a little more time? Why don't we make it right? Girl, I don't wanna say goodbye You should probably stay, probably stay a couple more days Come on, let me change your ticket home, oh-oh You should probably stay (Yeah), be with me a couple more days (A couple more days) Come on, let me change your ticket home Don't go, it's not the same when you're gone And it's not good to be all alone Don't go (Don't go), it's not the same when you're gone Come on, let me change your ticket home",11.0,429,239,55.71095571095571,30,6.993006993006993,0,0.0,36,8.391608391608392,66,15.384615384615383,57,13.286713286713288,let,True,True,True,True,True,106,,10
Clouds,One Direction,"Zayn Malik, Liam Payne, Louis Tomlinson, Jamie Scott, Julian Bunetta, John Ryan",Four,2014,"Oh-oh-oh-oh (Clouds) Oh-oh-oh-oh (Clouds) I know you say that you don't like it complicated That we should try to keep it simple But love is never, ever simple, no Someday, you're gonna see the things that I see You're gonna want the air that I breathe You're gonna wish you never left me Here we go again Another go-round for all of my friends Another non-stop, will it ever end? Here we go again Another go-round for all of my friends Another non-stop, will it ever end? If we're never comin' back down Yeah, we're lookin' down on the clouds Oh-oh-oh-oh Oh-oh-oh-oh Oh-oh-oh-oh Oh-oh-oh-oh You might also like I know you said that you don't like it complicated That you are tired of all the changes Well, love is always, always changing, woah But someday, you're gonna see the things that I see You're gonna want the air that I breathe You're gonna wish you never left me Here we go again Another go-round for all of my friends Another non-stop, will it ever end? Here we go again Another go-round for all of my friends Another non-stop, will it ever end? If we're never comin' back down Yeah, we're lookin' down on the clouds And we go, and we go, and we go, and we don't stop (Clouds) No, we don't, no, we don't, no, we don't ever grow up (Clouds) And we go, and we go, and we go, and we don't stop (Clouds) No, we don't, no, we don't, no, we don't ever grow up Here we go again Another go-round for all of my friends Another non-stop, will it ever end? Here we go again Another go-round for all of my friends Another non-stop, will it ever end? (Here we go again) (And we go, and we go, and we go, and we don't stop) Here we go again Another go-round for all of my friends (Here we go again) (No, we don't, no, we don't, no, we don't ever grow up) Another non-stop, will it ever end? Here we go again (Here we go again) (And we go, and we go, and we go, and we don't stop) Another go-round for all of my friends Another non-stop, will it ever end? (Here we go again)",13.0,404,228,56.43564356435643,102,25.247524752475247,50,12.376237623762377,49,12.128712871287128,53,13.11881188118812,50,12.376237623762377,go,False,True,True,False,True,70,,19
Diana,One Direction,"Jamie Scott, Julian Bunetta, John Ryan, Liam Payne, Louis Tomlinson",Midnight Memories,2013,"Diana The front pages are your pictures, they make you look so small How could someone not miss you at all? (Oh-oh-oh) I never would mistreat ya, no, I'm not a criminal I speak a different language, but I still hear your call Diana, let me be the one to Light a fire inside those eyes You've been lonely, you don't even know me But I can feel you crying Diana, let me be the one to Lift your heart up and save your life I don't think you even realise Baby, you'd be saving mine Oh-oh Diana It's only been four months, but you've fallen down so far How could someone mislead you at all? (Oh-oh-oh) I wanna reach out for ya, I wanna break these walls I speak a different language, but I still hear you call You might also like Diana, let me be the one to Light a fire inside those eyes You've been lonely, you don't even know me But I can feel you crying Diana, let me be the one to Lift your heart up and save your life I don't think you even realise Baby, you'd be saving mine We all need somethin' This can't be over now If I could hold ya Swear I'd never put you down Diana, let me be the one to Light a fire inside those eyes You've been lonely, you don't even know me But I can feel you crying Diana, let me be the one to Lift your heart up and save your life I don't think you even realise Baby, you'd be saving mine (Oh-oh-oh) Diana (Oh-oh-oh-oh-oh-oh) Diana Baby, you'd be savin' mine (Oh-oh-oh) Diana (Oh-oh-oh-oh-oh-oh) Diana Baby, you'd be savin' mine",5.1,312,264,84.61538461538461,20,6.41025641025641,0,0.0,0,0.0,0,0.0,3,0.9615384615384616,diana,False,False,True,False,True,101,,11
Does He Know?,One Direction,"Jamie Scott, Julian Bunetta, John Ryan, Liam Payne, Louis Tomlinson",Midnight Memories,2013,"He knows about you in every way He's memorised every part of your face Inside and out, baby, head to toe Yeah, he knows everything there is to know Your secret tattoo, the way you change moods The songs that you sing when you're all alone Your favourite band, the way that you dance But baby, baby Does he know you can move it like that? Woah Does he know you're out and I want you so bad? Oh Tonight, you're mine, baby Does he know that you'll never go back? Oh Does he know? I catch your eye, then you turn away But there's no hidin' the smile on your face Inside and out, baby, head to toe He's not around and girl, you let me know Your secret tattoo, the way you change moods The songs that you sing when you're all alone He knows how you dance in front of your friends But baby, baby You might also like Does he know you can move it like that? Woah Does he know you're out and I want you so bad? Oh Tonight, you're mine, baby Does he know that you'll never go back? Oh Does he know? He'll never know The way you lie when you look at me So keep tryin', but you know I see All the little things that make you who you are So tell me, girl Does he know you can move it like that? And does he know that you'll never go back? Woah Does he know you can move it like that? Woah Does he know you're out and I want you so bad? Oh Tonight, you're mine, baby Does he know that you'll never go back? Oh Does he know?",1.6,311,114,36.65594855305466,28,9.003215434083602,81,26.04501607717042,34,10.932475884244374,34,10.932475884244374,19,6.109324758842444,know,False,False,True,False,True,91,,19
Don't Forget Where You Belong,One Direction,"Tom Fletcher, Danny Jones, Dougie Poynter, Niall Horan",Midnight Memories,2013,"Been a lot of places, I've been all around the world Seen a lot of faces, never knowing where I was On the horizon, hmm, but I know, I know, I know, I know The sun will be rising back home Living out of cases, and packing up and taking off Made a lot of changes, but not forgetting who I was On the horizon, ooh, well, I know, I know, I know, I know The moon will be rising back home Don't forget where you belong, home Don't forget where you belong, home If you ever feel alone, don't You were never on your own And the proof is in this song I've been away for ages, but I got everything I need I'm flicking through the pages I've written in my memory I feel like I'm dreaming, oh, so I know, I know, I know, I know That I'm never leaving, no, I won't go Don't forget where you belong, home Don't forget where you belong, home If you ever feel alone, don't You were never on your own And the proof is in this song You might also like Lights off when they should be on Even stars in the skies, they're wrong Short days, when the nights are long When I think of the things I've done Don't matter how far I've gone I'm always free to run home Don't forget where you belong, home Don't forget where you belong (Don't forget it), home If you ever feel alone, don't You were never on your own Never, never, never, home Don't forget where you belong, home Don't forget where you belong (Don't forget it), home If you ever feel alone, don't (Yeah) You were never on your own (You were never) And the proof is in this song Home Don't forget it Home If you ever feel alone, don't You were never on your own (You were never) And the proof is in this song Never forget it, this song (Don't forget it) No I'll never forget it, this song (You were never)",2.8,384,203,52.864583333333336,44,11.458333333333332,144,37.5,0,0.0,100,26.041666666666668,18,4.6875,home,False,False,False,True,False,112,Niall Horan,14
Drag Me Down,One Direction,"Julian Bunetta, Jamie Scott, John Ryan",Made in the A.M.,2015,"I've got fire for a heart, I'm not scared of the dark You've never seen it look so easy I got a river for a soul, and, baby, you're a boat Baby, you're my only reason If I didn't have you, there would be nothing left The shell of a man that could never be his best If I didn't have you, I'd never see the sun You taught me how to be someone, yeah All my life, you stood by me When no one else was ever behind me All these lights, they can't blind me With your love, nobody can drag me down All my life, you stood by me When no one else was ever behind me All these lights, they can't blind me With your love, nobody can drag me down Nobody, nobody (Hey) ​Nobody can drag me down​ Nobody, nobody (Hey) ​Nobody can drag me down You might also like I've got fire for a heart, I'm not scared of the dark You've never seen it look so easy I got a river for a soul, and baby, you're a boat Baby, you're my only reason If I didn't have you, there would be nothing left (Nothing left) The shell of a man who could never be his best (Be his best) If I didn't have you, I'd never see the sun (See the sun) You taught me how to be someone, yeah All my life (Ooh, oh-oh), you stood by me (Ooh, oh-oh) When no one else (Ooh, oh-oh) was ever behind me (Oh-oh) All these lights (Ooh, oh-oh), they can't blind me (Ooh, oh-oh) With your love (Ooh, oh-oh), nobody can drag me down (Ooh, oh-oh) Nobody, (Ooh, oh-oh) nobody (Hey) (Ooh, oh-oh) ​Nobody can drag me down​ (Ooh, oh-oh) Nobody, (Ooh, oh-oh) nobody (Hey) (Ooh, oh-oh) ​Nobody can drag me ​All my life, you stood by me When no one else was ever behind me All these lights, they can't blind me With your love, nobody can drag me down All my life (Ooh, oh-oh), you stood by me (Ooh, oh-oh) When no one else (Ooh, oh-oh) was ever behind me (Oh-oh) All these lights (Ooh, oh-oh), they can't blind me (Ooh, oh-oh) With your love (Ooh, oh-oh), nobody can drag me down (Nobody can drag me down) (Ooh, oh-oh) Nobody, (Ooh, oh-oh) nobody (Hey) (Ooh, oh-oh) ​Nobody can drag me down​ (Nobody can drag me down, yeah) (Ooh, oh-oh) Nobody, (Ooh, oh-oh) nobody (Hey) (Ooh, oh-oh) ​Nobody can drag me down (Nobody can drag me down) (Ooh, oh-oh) Nobody, (Ooh, oh-oh) nobody (Hey) (Ooh, oh-oh) ​Nobody can drag me down​ (Down) (Ooh, oh-oh) Nobody, (Ooh, oh-oh) nobody (Hey) (Ooh, oh-oh) ​Nobody can drag me down",1000.0,487,47,9.650924024640656,199,40.86242299794661,126,25.87268993839836,154,31.622176591375773,223,45.7905544147844,0,0.0,nobody,False,False,False,False,False,86,,24
End of the Day,One Direction,"Liam Payne, Louis Tomlinson, Julian Bunetta, Ed Drewett, Jacob Kasher, Wayne Hector, Gamal ""LunchMoney"", Lewis John, Ryan",Made in the A.M.,2015,"I told her that I loved her, was not sure if she heard The roof was pretty windy and she didn't say a word Party dying downstairs, had nothing left to do Just me, her and the moon I said, ""You're on fire, babe"" Then down came the lightning on me Love can be frightening for sure All I know at the end of the day Is you want what you want and you say what you say And you follow your heart even though it'll break sometimes All I know at the end of the day Is you love who you love, there ain't no other way If there's something I've learned from a million mistakes You're the one that I want at the end of the day (Oh, oh) At the end of the day (Oh, I, I, I) You're the one that I want at the end of the day You might also like She said the night was over, I said it's forever Twenty minutes later, wound up in the hospital The priest thinks it's the devil, my mum thinks it's the flu But, girl, it's only you I said, ""You're on fire, babe"" Then down came the lightning on me Love can be frightening for sure All I know at the end of the day Is you want what you want and you say what you say And you follow your heart even though it'll break sometimes All I know at the end of the day (All I know) Is you love who you love, there ain't no other way If there's something I've learned from a million mistakes You're the one that I want at the end of the day (At the end of the day) When the sun goes down I know that you and me and everything will be alright And when the city's sleeping You and I can stay awake, can keep on dreaming You and I can stay awake, can keep on dreaming All I know at the end of the day Is you want what you want and you say what you say And you follow your heart even though it'll break sometimes All I know at the end of the day (All I know at the end of the day) Is you love who you love, there ain't no other way If there's something I've learned from a million mistakes You're the one that I want at the end of the day (At the end of the day, yeah) (Oh, oh) At the end of the day (Oh, I, I, I) You're the one that I want at the end of the day (At the end of the day) (Oh, oh) (Oh, I, I, I) You're the one that I want at the end of the day",14.0,495,317,64.04040404040404,38,7.6767676767676765,35,7.07070707070707,60,12.12121212121212,19,3.8383838383838382,0,0.0,day,False,False,True,False,True,114,,18
Everything About You,One Direction,"Steve Robson, Wayne Hector, Harry Styles, Liam Payne, Louis Tomlinson, Niall Horan, Zayn Malik, Nandini Srivastava",Up All Night,2011,"You know I've always got your back, girl So let me be the one you come running to, running to, ru—, ru—, runnin' I see it's just a matter of fact, girl, you just call my name I'll be coming through, coming through, I'll keep comin' On the other side of the world, it don't matter I'll be there in two, I'll be there in two, I'll be there in two I still feel it every time, it's just something that you do Now ask me why I want to It's everything about you, you, you Everything that you do, do, do From the way that we touch, baby To the way that you kiss on me It's everything about you, you, you (It's everything about you) The way you make it feel new, new, new Like every party is just us two And there's nothing I could point to It's everything about you, you, you (Everything about you) It's everything about you, you, you (Everything about you) It's everything that you do, do, do (Everything about you) It's everything about you You might also like Yes, I like the way you smile with your eyes Other guys see it, but don't realise that it's my-my lovin' There's something about your laugh that it makes me want to have to There's nothing funny so we laugh at no-no-nothing Every minute's like the last, so let's just take it real slow Forget about the clock that's tick-tick-tickin' I still feel it every time, it's just something that you do Now ask me why I want to It's everything about you, you, you Everything that you do, do, do From the way that we touch, baby To the way that you kiss on me (Kiss on me) It's everything about you, you, you (It's everything about you) The way you make it feel, new, new, new Like every party is just us two And there's nothing I could point to It's everything about you, you, you (Everything about you) It's everything about you, you, you (Everything about you) It's everything that you do, do, do (Everything about you) It's everything about you And you have always been the only one I wanted And I wanted you to know, without you, I can't face it All we wanna have is fun, but they say that we're too young Let them say what they want It's everything about you, you, you Everything that you do, do, do From the way that we touch, baby (The way that we touch, baby) To the way that you kiss on me It's everything about you, you, you (It's everything about you) Everything that you do, do, do Like every party is just us two And there's nothing I could point to It's everything about you, you, you (Everything about you) It's everything about you, you, you (Everything about you) It's everything that you do, do, do (Everything about you) It's everything about you",1.4,527,286,54.26944971537002,169,32.06831119544592,169,32.06831119544592,79,14.990512333965844,79,14.990512333965844,41,7.7798861480075905,everything,True,True,True,True,True,117,,34
Fireproof,One Direction,"Julian Bunetta, Louis Tomlinson, Jamie Scott, Liam Payne, John Ryan",Four,2014,"I think I'm gonna lose my mind Something deep inside me, I can't give up I think I'm gonna lose my mind I roll and I roll 'til I'm out of luck Yeah, I roll and I roll 'til I'm out of luck (Ah) I'm feeling something deep inside (Ah) Hotter than a jet stream burning up (Ah) I got a feeling deep inside (Ah) It's taking, it's taking all I've got (Ah) Yeah, it's taking, it's taking all I've got 'Cause nobody knows you, baby, the way I do And nobody loves you, baby, the way I do It's been so long, it's been so long, maybe you were fireproof 'Cause nobody saves me, baby, the way you do I think I'm gonna win this time Ridin' on the wind and I won't give up I think I'm gonna win this time I roll and I roll 'til I change my luck Yeah, I roll and I roll 'til I change my luck (Ah) 'Cause nobody knows you, baby, the way I do And nobody loves you, baby, the way I do It's been so long (Ah), it's been so long, you must be fireproof 'Cause nobody saves me, baby, the way you do ('Cause nobody knows you, baby, the way I do) (And nobody loves you, baby, the way I do) It's been so long, it's been so long (Ah), maybe you were fireproof 'Cause nobody saves me, baby, the way you doYou might also like",44.0,264,248,93.93939393939394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,nobody,False,False,True,False,True,64,,9
Fool's Gold,One Direction,"Jamie Scott, Maureen McDonald, Niall Horan, Zayn Malik, Liam Payne, Harry Styles, Louis Tomlinson",Four,2014,"I'm like a crow on a wire You're the shinin' distraction that makes me fly home I'm like a boat on the water You're the raise on the waves that calm my mind, oh, every time But I know in my heart You're not a constant star And, yeah, I've let you use me from the day that we first met But I'm not done yet Falling for your fool's gold And I knew that you turned it on for everyone you met But I don't regret Falling for your fool's gold I'm the first to admit that I'm reckless I get lost in your beauty and I can't see two feet in front of me And I know in my heart You're just a moving part You might also like And, yeah, I've let you use me from the day that we first met But I'm not done yet Falling for your fool's gold And I knew that you turned it on for everyone you met But I don't regret Falling for your fool's gold Oh Yeah, I know your love's not real That's not the way it feels That's not the way you feel And, yes, I've let you use me from the day that we first met But I'm not done yet Falling for your fool's gold And I knew that you turned it on for everyone you met But I don't regret Falling for your fool's gold Oh Oh Oh, hmm",22.0,266,136,51.127819548872175,15,5.639097744360902,24,9.022556390977442,15,5.639097744360902,36,13.533834586466163,19,7.142857142857142,met,True,True,True,True,True,82,,6
Forever Young,One Direction,"Bernhard Lloyd, Marian Gold, Frank Mertens",â,2010,"Let's dance in style, let's dance for a while Heaven can wait, we're only watching the skies Hoping for the best but expecting the worst Are you gonna drop the bomb or not? Let us die young or let us live forever We don't have the power but we never say never Sitting in a sandpit, life is a short trip The music's for the sad man Forever young I wanna be forever young Do you really wanna live forever Forever, forever young? Some are like water, some are like the heat Some are a melody and some are the beat But sooner or later they all will be gone Why don't they stay young? It's hard to get old without a cause I don't want to perish like a fading horse Youth is like diamonds in the sun And diamonds are forever You might also like Forever young I wanna be forever young Do you really wanna live forever Forever or never? Forever young I wanna be forever young, forever Do you really wanna live forever Forever or never? So many adventures couldn't happen today So many songs we forgot to play So many dreams are swinging out of the blue We let them come true Forever young I wanna be forever young Do you really want to live forever Forever, or never? Forever young I wanna be forever young Do you really wanna live forever Forever or never? Forever young I wanna be forever young, forever Do you really wanna live forever Forever or never? Forever young I wanna be forever young Do you really wanna live forever Forever, forever young?",7.4,292,115,39.38356164383562,131,44.86301369863014,94,32.19178082191781,0,0.0,64,21.91780821917808,0,0.0,wan,False,False,False,False,False,101,,7
Girl Almighty,One Direction,"Julian Bunetta, John Ryan, S. Pages, Mehner",Four,2014,"Hey, hey Oh, no, no, no Her light is as loud as, as many ambulances As it takes to save a saviour, oh, woah, woah, woah Now, she floats through the room on a big balloon Some say she's such a fake, that her love is made up, no, no, no, no Let's have another toast to the girl almighty Let's pray we stay young, stay made of lightnin' Am I the only, only believer? There, there's something happening here There's something happening here The only, only believer There, there's something happening here I hope you feel what I'm feeling, too I'd get down, I'd get down, I'd get down on my knees for ya I'd get down, I'd get down, I'd get down on my knees I'd get down on my knees for you You might also like Her light is as loud as, as many ambulances As it takes to save a saviour, oh, woah, woah, woah She floats through the room on a big balloon Some say she's such a fake, that her love is made up, no, no, no, no Let's have another toast to the girl almighty Let's pray we stay young, stay made of lightnin' Am I the only, only believer? There, there's something happening here There's something happening here The only, only believer There, there's something happening here I hope you feel what I'm feeling, too (Ooh) I'd get down, I'd get down, I'd get down on my knees for ya (My knees for you) I'd get down, I'd get down (I'd get down), I'd get down on my knees I'd get down on my knees for you",20.0,299,65,21.73913043478261,63,21.07023411371237,131,43.812709030100336,62,20.735785953177256,103,34.448160535117054,41,13.712374581939798,get,False,False,False,False,False,74,,15
Gotta Be You,One Direction,"Steve Mac, August Rigo",Up All Night,2011,"Girl, I see it in your eyes, you're disappointed 'Cause I'm the foolish one that you anointed with your heart I tore it apart And girl, what a mess I made upon your innocence And no woman in the world deserves this But here I am, asking you for one more chance Can we fall one more time? Stop the tape and rewind Oh, and if you walk away, I know I'll fade 'Cause there is nobody else It's gotta be you, only you It's got to be you, oh, only you Hey Now, girl, I hear it in your voice and how it trembles When you speak to me, I don't resemble who I was You've almost had enough And your actions speak louder than words And you're about to break from all you've heard But don't be scared, I ain't goin' nowhere You might also like I'll be here, by your side No more fears, no more cryin' But if you walk away, I know I'll fade 'Cause there is nobody else It's gotta be you, only you It's got to be you, oh, only you Oh, girl, can we try one more, one more time? One more, one more, can we try? One more, one more time, I'll make it better (One more, one more, can we try? One more, one more, can we try?) Can we try one more time and make it all better? 'Cause it's gotta be you It's gotta be you Oh, only you, only you It's gotta be you, only you It's got to be you, oh, only you",247.0,297,108,36.36363636363637,26,8.754208754208754,188,63.2996632996633,0,0.0,26,8.754208754208754,107,36.02693602693603,got,False,False,False,False,False,104,,8
Half a Heart,One Direction,"Steve Robson, Ed Drewett, Lindy Robbins",Midnight Memories,2013,"So your friend's been telling me You've been sleepin' with my sweater And that you can't stop missin' me Bet my friend's been telling you I'm not doin' much better Because I'm missin' half of me And bein' here without you Is like I'm wakin' up to Only half a blue sky Kinda there, but not quite I'm walking around with just one shoe I'm half a heart without you I'm half a man, at best With half an arrow in my chest 'Cause I miss everything we do I'm half a heart without you Forget all we said that night No, it doesn't even matter 'Cause we both got split in two If you could spare an hour or so We'll go for lunch down by the river We can really talk it through You might also like And bein' here without you Is like I'm wakin' up to Only half a blue sky Well, kinda there, but not quite I'm walking around with just one shoe I'm half a heart without you I'm half a man, at best With half an arrow in my chest 'Cause I miss everything we do I'm half a heart without you I'm half a heart without you I'm half a heart without you Though I try to get you out of my head The truth is, I got lost without you And since then, I've been wakin' up to Only half a blue sky (Only half a blue sky) Kinda there, but not quite I'm walking around with just one shoe I'm half a heart without you I'm half a man, at best (I'm half a man, at best) With half an arrow in my chest I miss everything we do I'm half a heart without you Without you, without you Half a heart without you (Without you, without you) Without you, without you I'm half a heart without you",2.3,351,58,16.524216524216524,95,27.065527065527068,70,19.943019943019944,44,12.535612535612536,75,21.36752136752137,149,42.45014245014245,half,False,False,False,False,False,103,,12
