Song,Artist(s),Writer(s),Album(s),Year,Lyrics,Views,Lyrics_word_count,All_word_count,All%,Harry_word_count,Harry%,Liam_word_count,Liam%,Louis_word_count,Louis%,Niall_word_count,Niall%,Zayn_word_count,Zayn%,Most_Common,Harry Styles_W,Zayn Malik_W,Louis Tomlinson_W,Niall Horan_W,Liam Payne_W,Unique_Words,Main_One,Most_Common_Count
Midnight Memories,One Direction,"Jamie Scott, Julian Bunetta, John Ryan, Liam Payne, Louis Tomlinson",Midnight Memories,2013,"One, two, three, four Straight off the plane to a new hotel Just touched down, you could never tell Ow, big house party with a crowded kitchen People talk shh, but we don't listen Tell me that I'm wrong, but I do what I please Way too many people in the Addison Lee Now I'm at the age when I know what I need, oh, woah Midnight memories, oh-oh, oh, oh-oh Baby, you and me stumblin' in the street Singing, singing, singing, singing Midnight memories, oh-oh, oh, oh-oh Anywhere we go, never say no Just do it, do it, do it, do it Five foot somethin' with the skinny jeans Don't look back, baby, follow me I don't know where I'm going, but I'm findin' my way Same old shh, but a different day You might also like Tell me that I'm wrong, but I do what I please Way too many people in the Addison Lee Now I'm at the age when I know what I need, oh, woah Midnight memories, oh-oh, oh, oh-oh Baby, you and me stumblin' in the street Singing, singing, singing, singing Midnight memories, oh-oh, oh, oh-oh Anywhere we go, never say no Just do it, do it, do it You and me and all our friends I don't care how much we spend Baby, this is what the night is for I know nothing's making sense For tonight, let's just pretend I don't wanna stop, so give me more, 'ore, ow! Midnight memories, oh-oh, oh, oh-oh Baby, you and me (Me) stumblin' in the street (Street) Singing, singing, singing, singing Midnight memories, oh-oh, oh, oh-oh Anywhere we go (Go), never say no (No) Just do it, do it, do it, do it (Do it, do it, do it)",219.0,319,119,37.30407523510972,76,23.824451410658305,35,10.9717868338558,64,20.06269592476489,77,24.13793103448276,0,0.0,singing,False,False,True,False,True,110,,12
Moments,One Direction,"Ed Sheeran, Si Hulbert",Up All Night,2011,"Shut the door, turn the light off I wanna be with you, I wanna feel your love I wanna lay beside you I cannot hide this, even though I try Heart beats harder, time escapes me Trembling hands touch skin It makes this harder And the tears stream down my face If we could only have this life for one more day If we could only turn back time You know I'll be your life, your voice Your reason to be my love, my heart Is breathing for this moment in time I'll find the words to say before you leave me today Close the door, throw the key Don't wanna be reminded, don't wanna be seen Don't wanna be without you My judgement's clouded like tonight's sky (Ah-ah-ah) Hands are silent, voice is numb Try to scream out my lungs It makes this harder And the tears stream down my face You might also like If we could only have this life for one more day If we could only turn back time You know I'll be your life, your voice Your reason to be my love, my heart Is breathing for this moment in time I'll find the words to say before you leave me today Flashing lights in my mind, going back to the time Playing games in the street, kicking balls with my feet There's a numb in my toes, standing close to the edge There's a pile of my clothes at the end of your bed As I feel myself fall, make a joke of it all You know I'll be your life, your voice Your reason to be my love, my heart Is breathing for this moment in time (Time) I'll find the words to say before you leave me today You know I'll be your life, your voice Your reason to be (Your reason to be) my love, my heart Is breathing for this (Is breathing for this) moment in time I'll find the words to say (To say) before you leave me today, yeah",2.8,366,148,40.43715846994536,89,24.316939890710383,51,13.934426229508196,53,14.48087431693989,106,28.96174863387978,54,14.754098360655735,time,False,False,False,False,False,115,,9
More than This,One Direction,Jamie Scott,Up All Night,2011,"Ooh I'm broken, do you hear me? I'm blinded, 'cause you are everything I see I'm dancing alone, I'm praying That your heart will just turn around And as I walk up to your door My head turns to face the floor 'Cause I can't look you in the eyes and say When he opens his arms and holds you close tonight It just won't feel right 'Cause I can love you more than this, yeah When he lays you down, I might just die inside It just don't feel right 'Cause I can love you more than this Can love you more than this If I'm louder, would you see me? Would you lay down in my arms and rescue me? 'Cause we are the same, you save me But when you leave, it's gone again You might also like And then I see you on the street In his arms, I get weak My body fails, I'm on my knees, praying When he opens his arms and holds you close tonight It just won't feel right 'Cause I can love you more than this, yeah When he lays you down, I might just die inside It just don't feel right 'Cause I can love you more than this Yeah I've never had the words to say But now I'm asking you to stay For a little while inside my arms (Ooh) And as you close your eyes tonight (Ooh) I pray that you will see the light (Ooh) That's shining from the stars above And I say When he opens his arms and holds you close tonight It just won't feel right 'Cause I can love you more than this, yeah ('Cause I can love you more than this, yeah) When he lays you down, I might just die inside It just don't feel right 'Cause I can love you more than this, yeah When he opens his arms and holds you close tonight (Holds you close tonight) It just won't feel right 'Cause I can love you more than this (Yeah), yeah When he lays you down, I might just die inside (I'm broken) It just don't feel right 'Cause I can love you more than this Can love you more than this",150.0,413,180,43.583535108958834,106,25.66585956416465,121,29.29782082324456,22,5.326876513317192,125,30.26634382566586,33,7.990314769975787,love,False,False,False,False,False,105,,11
Na Na Na,One Direction,"Iain James, Savan Kotecha, James Murray, Matt Squire, Mustapha Omer",Up All Night,2011,"We've got a bit of love-hate You take me to the edge, then you hit the brakes I, I say it's over one day But then I'm crawling back, begging you to stay We make up and we breakup all the time (Ayy) I'll say that I hate a song Then you'll go request it the whole night long S-some people say it's so wrong But even when we fight, girl, you turn me on We make up and we breakup all the time We're like, ""Na-na-na"" Then we're like, ""Yeah, yeah, yeah"" Always like, ""Na-na-na"" Then we're like, ""Yeah, yeah, yeah"" No, we can't make up our minds 'Cause when we think we've got it right We go, ""Na-na-na"" (Na-na-na) Na-na-na (Na-na-na) You wanna party till late But when I do the same, all you do is complain Y-you know that it drives me insane But when I get with you, girl, you make it okay We make up and we break up all the time You might also like We're like, ""Na-na-na"" Then we're like, ""Yeah, yeah, yeah"" Always like, ""Na-na-na"" Then we're like, ""Yeah, yeah, yeah"" No, we can't make up our minds 'Cause when we think we've got it right We go, ""Na-na-na"" (Na-na-na) Na-na-na (Na-na-na) Na, na, na (Ah) Yeah, yeah, yeah (Ah) Na, na, na (Ah) Yeah, yeah, yeah (Ah) Oh, woah It drives me mad, oh Na-na-na, na-na-na Na-na-na, na-na-na We're like, ""Na-na-na"" (Na-na-na) Then we're like, ""Yeah, yeah, yeah"" (Yeah, yeah) Always like, ""Na-na-na"" (Na-na-na) Then we're like, ""Yeah, yeah, yeah"" (Yeah, yeah) We're like, ""Na-na-na"" (Na-na-na) Then we're like, ""Yeah, yeah, yeah"" (Yeah, yeah) Always like, ""Na-na-na"" (Na-na-na) Then we're like, ""Yeah, yeah, yeah"" (Oh, woah) No, we can't make up our minds (Our minds) 'Cause when we think we've got it right (Right) We go, ""Na-na-na""",1.6,336,174,51.78571428571429,132,39.285714285714285,216,64.28571428571429,0,0.0,48,14.285714285714285,84,25.0,yeah,False,False,False,False,False,91,,32
Never Enough,One Direction,"Niall Horan, John Ryan, Julian Bunetta, Jamie Scott",Made in the A.M.,2015,"Wanna pull an all-nighter and get into something we'll never forget Wanna stay up and party the weekend away and not know when to quit Wanna drive in the night to the end of the earth and go over the edge Wanna wake up with you and say, ""Baby, let's do it all over again"" Lips so good I forget my name I swear I could give you everything I don't need my love, you can take it You can take it and take it I don't need my heart, you can break it You can break it and break it I just can't get too much of you, baby It's never, it's never enough Never enough It's never enough Never enough Come on Come on Wanna pull an all-nighter and get into something we'll never forget Wanna stay up and party the weekend away and not know when to quit Wanna drive in the night to the end of the earth and go over the edge Wanna wake up with you and say, ""Baby, let's do it all over again"" You might also like Lips so good I forget my name I swear I could give you everything I don't need my love, you can take it You can take it and take it I don't need my heart, you can break it You can break it and break it I just can't get too much of you, baby It's never, it's never enough Never enough It's never enough Never enough Come on Come on Come on Come on Too much is never enough, too much is never enough Too much is never enough, too much Too much is never enough, too much is never enough Too much is never enough, too much is never enough It's never enough, it's never, it's never, it's never I don't need my love, you can take it (You can take it) You can take it and take it I don't need my heart, you can break it (You can break it) You can break it and break it I just can't get too much of you, baby It's never, it's never enough Never enough (It's never enough) I don't need my love, you can take it (Take it) You can take it and take it I don't need my heart, you can break it (So don't go breaking my heart) You can break it and break it I just can't get too much of you, baby It's never, it's never enough (It's never, it's never, it's never, it's never, it's never, it's never, it's never enough) Never enough It's never enough Never enough Come on Come on (Come on, come on) Come on (Yeah, yeah, yeah, yeah) Come on (Yeah, babe)",2.5,485,241,49.69072164948454,0,0.0,131,27.010309278350515,14,2.88659793814433,73,15.051546391752575,0,0.0,take,False,False,False,True,False,73,Niall Horan,14
Night Changes,One Direction,"Jamie Scott, Julian Bunetta, John Ryan, Niall Horan, Zayn Malik, Harry Styles, Liam Payne, Louis Tomlinson",Four,2014,"Goin' out tonight, changes into something red Her mother doesn't like that kind of dress Everything she never had, she's showing off Driving too fast, moon is breaking through her hair She's heading for something that she won't forget Having no regrets is all that she really wants (Ooh) We're only getting older, baby (Ooh) And I've been thinking about it lately (Ooh) Does it ever drive you crazy (Ah-ah-ah) Just how fast the night changes? (Ooh) Everything that you've ever dreamed of (Ooh) Disappearing when you wake up (Ooh) But there's nothing to be afraid of (Ah-ah-ah) Even when the night changes (Ooh) It will never change me and you Chasing her tonight, doubts are running 'round her head He's waiting, hides behind a cigarette Heart is beating loud and she doesn't want it to stop Moving too fast, moon is lightin' up her skin She's falling, doesn't even know it yet Having no regrets is all that she really wants You might also like (Ooh) We're only getting older, baby (Ooh) And I've been thinking about it lately (Ooh) Does it ever drive you crazy (Ah-ah-ah) Just how fast the night changes? (Ooh) Everything that you've ever dreamed of (Ooh) Disappearing when you wake up (Ooh) But there's nothing to be afraid of (Ah-ah-ah) Even when the night changes (Ooh) It will never change me and you Ooh, ooh, ooh, ooh Ooh, ooh, ooh Ooh Goin' out tonight, changes into something red Her mother doesn't like that kind of dress Reminds her of the missing piece of innocence she lost (Ooh) We're only getting older, baby (Ooh) And I've been thinking about it lately (Ooh) Does it ever drive you crazy (Ah-ah-ah) Just how fast the night changes? (Ooh) Everything that you've ever dreamed of (Ooh) Disappearing when you wake up (Ooh) But there's nothing to be afraid of (Ah-ah-ah) Even when the night changes (Ooh) It will never change, baby (Ooh) It will never change, baby (Ooh) It will never change me and you",813.0,357,209,58.543417366946784,0,0.0,48,13.445378151260504,55,15.406162464985997,55,15.406162464985997,73,20.44817927170868,ooh,True,True,True,True,True,109,,15
No Control,One Direction,"Liam Payne, Louis Tomlinson, Ruth-Anne Cunningham, Jamie Scott, Julian Bunetta, John Ryan",Four,2014,"Oh (Oh, oh) Stained coffee cup Just a fingerprint of lipstick's not enough Sweet (Oh), where you lay (Oh) Still a trace of innocence on the pillow case Waking up beside you, I'm a loaded gun I can't contain this anymore I'm all yours, I've got no control, no control Powerless, and I don't care it's obvious I just can't get enough of you The pedal's down, my eyes are closed, no control (Oh) Oh (Oh) Taste on my tongue I don't want to wash away the night before In the heat (Oh), where you lay (Oh) I could stay right here and burn in it all day You might also like Waking up beside you, I'm a loaded gun I can't contain this anymore I'm all yours, I've got no control, no control Powerless, and I don't care it's obvious I just can't get enough of you The pedal's down, my eyes are closed, no control Lost my senses, I'm defenseless Her perfume's holding me ransom Sweet and sour, heart devoured Lying here, I count the hours Waking up, beside you I'm a loaded gun I can't contain this anymore I'm all yours, I've got no control, no control Powerless, and I don't care it's obvious I just can't get enough of you The pedal's down, my eyes are closed, no control Oh No control Oh No control Powerless, and I don't care it's obvious I just can't get enough of you The pedal's down, my eyes are closed, no control",46.0,277,67,24.187725631768952,0,0.0,0,0.0,164,59.2057761732852,0,0.0,21,7.581227436823104,control,False,False,True,False,True,86,,12
Nobody Compares,One Direction,"Rami Yacoub, Carl Falk, Savan Kotecha, Shellback",Take Me Home,2012,"You're so pretty when you cry, when you cry Wasn't ready to hear you say goodbye Now you're tearing me apart, tearing me apart You're tearing me apart You're so London your own style, your own style And together we're so good, so, girl, why Are you tearing me apart, tearing me apart? You're tearing me apart Did I do something stupid? Yeah, girl, if I blew it Just tell me what I did, let's work through it There's gotta be some way To get you to want me like before 'Cause no one ever looks so good in a dress And it hurts 'cause I know you won't be mine tonight No one ever makes me feel like you do when you smile Baby, tell me how to make it right Now, all of my friends say, it's not really worth it But even if that's true No one in the world could stop me from not moving on Baby, even if I wanted to Nobody compares to you You might also like We're so Paris when we kiss, when we kiss I remember the taste of your lipstick Now you're tearing up my heart, tearing up my heart You're tearing up my heart Did I do something stupid? Yeah, girl, if I blew it Just tell me what I did, let's work through it There's gotta be some way To get you to want me like before 'Cause no one ever looks so good in a dress And it hurts 'cause I know you won't be mine tonight No one ever makes me feel like you do when you smile Baby, tell me how to make it right Now, all of my friends say, it's not really worth it But even if that's true No one in the world could stop me from not moving on Baby, even if I wanted to Nobody compares to you Oh-oh-oh, oh-oh-oh, oh-oh-oh Nobody compares to you Oh-oh-oh, oh-oh-oh, oh-oh-oh There's gotta be some way To get you to want me like before 'Cause no one ever looks so good in a dress And it hurts 'cause I know you won't be mine tonight (Mine tonight) No one ever makes me feel like you do when you smile Baby, tell me how to make it right Now, all of my friends say, it's not really worth it But even if that's true No one in the world could stop me from not moving on Baby, even if I wanted to Nobody compares to you",2.7,446,253,56.72645739910314,68,15.246636771300448,0,0.0,31,6.950672645739911,70,15.695067264573993,57,12.780269058295964,tearing,False,False,False,False,False,104,,9
Olivia,One Direction,"Harry Styles, John Ryan, Julian Bunetta",Made in the A.M.,2015,"Forty-three And then? And then you've gotta play the opposite part which means you, you rest for four bars Right, so we stop there? Right Remember the day we were giving up When you told me I didn't give you enough And all of your friends were saying I'd be leaving ya? She's lyin' in bed with my t-shirt on Just thinking how I went about it wrong This isn't the stain of a red wine, I'm bleeding love Please, believe me, don't you see the things you mean to me? Oh, I love you, I love you, I love, I love, I love Olivia I live for you, I long for you, Olivia (Ayy, ayy) I've been idolizing the light in your eyes, Olivia (Ayy, ayy) I live for you, I long for you, Olivia Don't let me go, don't let me go Say what you're feelin' and say it now 'Cause I got the feelin' you're walkin' out And time is irrelevant when I've not been seeing ya The consequences of falling out Are something I'm having nightmares about And these are the reasons I'm cryin' out to be with ya You might also like Please, believe me, don't you see the things you mean to me? Oh, I love you, I love you, I love, I love, I love Olivia I live for you, I long for you, Olivia (Ayy, ayy) I've been idolizing the light in your eyes, Olivia (Ayy, ayy) I live for you, I long for you, Olivia Don't let me go, (Don't) don't let me go (Go) When you go and I'm alone You live in my imagination The summertime and butterflies All belong to your creation I love you, it's all I do, I love you I live for you, I long for you, Olivia (Ayy, ayy) I've been idolizing the light in your eyes, Olivia (Ayy, ayy) I live for you, I long for you, Olivia Don't let me go (Don't), don't let me go (Go) Don't let me go, Olivia No way Thank you",14.0,368,87,23.64130434782609,73,19.83695652173913,79,21.467391304347828,0,0.0,80,21.73913043478261,0,0.0,love,True,False,False,False,False,122,Harry Styles,11
Once in a Lifetime,One Direction,"Jamie Scott, Julian Bunetta, John Ryan",Four,2014,"Once in a lifetime, it's just right We make no mistakes Not even a landslide or riptide Could take it all away Somehow, it feels like nothing has changed Right now, my heart is beating the same Out loud, someone's calling my name It sounds like you When I close my eyes All the stars align And you are by my side You are by my side Once in a lifetime, it's just right And we are always safe Not even the bad guys in the dark night Could take it all away (Ooh) Somehow, it feels like nothing has changed Right now, my heart is beating the same (Ooh) Out loud, someone's calling my name And it sounds like you You might also like When I close my eyes All the stars align And you are by my side You are by my side You are by my side You are by my side You are by my side Once in a lifetime, you were mine",11.0,188,87,46.27659574468085,25,13.297872340425531,29,15.425531914893616,26,13.829787234042554,26,13.829787234042554,0,0.0,side,False,False,False,False,False,62,,5
One Thing,One Direction,"Rami Yacoub, Carl Falk, Savan Kotecha",Up All Night,2011,"I've tried playin' it cool But when I'm lookin' at you I can't ever be brave 'Cause you make my heart race Shot me out of the sky You're my kryptonite You keep makin' me weak Yeah, frozen and can't breathe Something's gotta give now 'Cause I'm dyin' just to make you see That I need you here with me now 'Cause you've got that one thing So get out, get out, get out of my head And fall into my arms instead I don't, I don't, don't know what it is But I need that one thing And you've got that one thing Now I'm climbing the walls But you don't notice at all That I'm goin' out of my mind All day and all night You might also like Something's gotta give now 'Cause I'm dyin' just to know your name And I need you here with me now 'Cause you've got that one thing So get out, get out, get out of my head And fall into my arms instead I don't, I don't, don't know what it is But I need that one thing So get out, get out, get out of my mind And come on, come into my life I don't, I don't, don't know what it is But I need that one thing And you've got that one thing (Woah, woah, woah) You've got that one thing Get out, get out, get out of my head And fall into my arms instead So get out, get out, get out of my head (Get out, get out, get out of my head, yeah) And fall into my arms instead (Instead) I don't, I don't, don't know what it is But I need that one thing (I need that one thing) So get out, get out, get out of my mind (Out of my mind) And come on, come into my life I don't, I don't, don't know what it is But I need that one thing And you've got that one thing",794.0,369,203,55.01355013550136,41,11.11111111111111,82,22.22222222222222,26,7.046070460704606,54,14.634146341463412,105,28.455284552845526,get,False,False,False,False,False,80,,20
One Way or Another (Teenage Kicks),One Direction,"Debbie Harry, Nigel Harrison, ""John ONeill""",â,2013,"One way or another, I'm gonna find ya I'm gonna get ya, get ya, get ya, get ya One way or another, I'm gonna win ya I'm gonna get ya, get ya, get ya, get ya One way or another I'm gonna see ya I'm gonna meet ya, meet ya, meet ya, meet ya One day, maybe next week I'm gonna meet ya, I'm gonna meet ya, I'll meet ya I will drive past your house (Hey!) And if the lights are all down (Hey!) I'll see who's around (Let's go!) One way or another, I'm gonna find ya I'm gonna get ya, get ya, get ya, get ya One way or another, I'm gonna win ya I'll get ya, I'll get ya One way or another, I'm gonna see ya I'm gonna meet ya, meet ya, meet ya, meet ya One day, maybe next week I'm gonna meet ya, I'll meet ya And if the lights are all down (Hey!) I'll follow your bus downtown (Hey!) See who's hangin' out (One, two, three, four!) You might also like (Na-na-na-na-na-na, na-na-na) (Na-na-na-na-na-na, na-na-na) (Na-na-na-na-na-na, na-na-na) I wanna hold you, wanna hold you tight (Na-na-na-na-na-na, na-na-na) I wanna hold you, wanna hold you tight (Na-na-na-na-na-na, na-na-na) I wanna hold you, wanna hold you tight (Na-na-na-na-na-na, na-na-na) Yeah, teenage kicks right through the night (Come on) (Na-na-na-na-na-na, na-na-na) I wanna hold you, wanna hold you tight (Na-na-na-na-na-na, na-na-na) I wanna hold you, wanna hold you tight (Oh, yeah) (Na-na-na-na-na-na, na-na-na) I wanna hold you, wanna hold you tight (Na-na) Yeah, teenage kicks right through the night One way or another, I'm gonna see ya I'm gonna meet, meet ya, meet ya, meet ya One way or another, I'm gonna win ya I'm gonna get ya, get ya, get ya, get ya One way or another, I'm gonna see ya (I wanna hold you, wanna hold you tight) I'm gonna meet, meet ya, meet ya, meet ya (I wanna hold you, wanna hold you tight) One way or another, I'm gonna win ya (I wanna hold you, wanna hold you tight) I'm gonna get ya, get ya, get ya, get ya (I wanna hold you, wanna hold you tight) One way or another, I'm gonna see ya (I wanna hold you, wanna hold you tight) I'm gonna meet, meet ya, meet ya, meet ya (I wanna hold you, wanna hold you tight) One day or another, I'm gonna win ya (I wanna hold you, wanna hold you tight) I'm gonna get ya, get ya, get ya, get ya (I wanna hold you, wanna hold you tight) One way or another",481.0,460,305,66.30434782608695,70,15.217391304347828,62,13.478260869565217,62,13.478260869565217,0,0.0,70,15.217391304347828,hold,False,False,False,False,False,62,,28
Over Again,One Direction,"Ed Sheeran, Robert Conlon, Alexander Gowers",Take Me Home,2012,"Said I'd never leave her, 'cause her hands fit like my T-shirt Tongue tied over three words, cursed Running over thoughts that make my feet hurt Bodies intertwined with her lips Now she's feeling so low since she went solo Hole in the middle of my heart like a Polo And it's no joke to me So can we do it all over again? If you're pretending from the start Like this, with a tight grip Then my kiss can mend your broken heart I might miss everything you said to me And I could lend you broken parts That might fit like this And I will give you all my heart So we can start it all over again Can we take the same road? Two days in the same clothes? And I know just what she'll say if I can make all this pain go Can we stop this for a minute? You know, I can tell that your heart isn't in it or with it And tell me with your mind, body and spirit I can make your tears fall down like the showers that are British Whether we're together or apart, we can both remove the masks And admit we regret it from the start You might also like If you're pretending from the start Like this, with a tight grip Then my kiss can mend your broken heart I might miss everything you said to me And I could lend you broken parts That might fit like this And I will give you all my heart So we can start it all over again You'll never know how to make it on your own And you'll never show weakness for letting go I guess it's still hard if the seed's sown But do you really want to be alone? If you're pretending from the start Like this, with a tight grip Then my kiss can mend your broken heart I might miss everything you said to me And I could lend you broken parts That might fit like this And I will give you all my heart (All my heart) So we can start it all o— If you're pretending from the start (The start) Like this, with a tight grip (Yeah) Then my kiss can mend your broken heart (Can mend your broken heart, yeah) I might miss everything you said to me And I could lend you broken parts That might fit like this And I will give you all my heart So we can start it all over again",5.2,446,207,46.41255605381166,93,20.85201793721973,92,20.62780269058296,93,20.85201793721973,64,14.349775784753364,35,7.847533632286996,heart,False,False,False,False,False,136,,12
Perfect,One Direction,"Harry Styles, Louis Tomlinson, Julian Bunetta, Jesse Shatkin, Jacob Kasher, John Ryan, Maureen Anne, McDonald",Made in the A.M.,2015,"I might never be your knight in shinin' armour I might never be the one you take home to mother And I might never be the one who brings you flowers But I can be the one, be the one tonight When I first saw you from across the room I could tell that you were curious, oh, yeah Girl, I hope you're sure what you're looking for 'Cause I'm not good at making promises But if you like causing trouble up in hotel rooms And if you like having secret little rendezvous If you like to do the things you know that we shouldn't do Then, baby, I'm perfect Baby, I'm perfect for you And if you like midnight driving with the windows down And if you like goin' places we can't even pronounce If you like to do whatever you've been dreamin' about Then, baby, you're perfect Baby, you're perfect So let's start right now I might never be the hands you put your heart in Or the arms that hold you any time you want them But that don't mean that we can't live here in the moment 'Cause I can be the one you love from time to time You might also like When I first saw you from across the room I could tell that you were curious, oh, yeah Girl, I hope you're sure what you're looking for 'Cause I'm not good at making promises But if you like causing trouble up in hotel rooms And if you like having secret little rendezvous If you like to do the things you know that we shouldn't do Then, baby, I'm perfect Baby, I'm perfect for you And if you like midnight driving with the windows down And if you like goin' places we can't even pronounce If you like to do whatever you've been dreamin' about Then, baby, you're perfect Baby, you're perfect So let's start right now And if you like cameras flashin' every time we go out Oh, yeah And if you're looking for someone to write your breakup songs about Then baby, I'm perfect And baby, we're perfect If you like causing trouble up in hotel rooms And if you like having secret little rendezvous If you like to do the things you know that we shouldn't do Then, baby, I'm perfect Baby, I'm perfect for you And if you like midnight driving with the windows down And if you like goin' places we can't even pronounce If you like to do whatever you've been dreamin' about Then, baby, you're perfect Baby, you're perfect So let's start right now",559.0,457,245,53.61050328227572,33,7.2210065645514225,68,14.87964989059081,41,8.971553610503284,50,10.940919037199125,0,0.0,baby,True,False,True,False,False,115,,14
Ready to Run,One Direction,"Louis Tomlinson, Liam Payne, Jamie Scott, Julian Bunetta, John Ryan",Four,2014,"Ooh-ooh-ooh Ooh-ooh-ooh There's a lightnin' in your eyes, I can't deny Then there's me inside a sinking boat, runnin' out of time Without you, I'll never make it out alive But I know, yes, I know we'll be alright There's a devil in your smile, it's chasing me And every time I turn around, it's only gaining speed There's a moment when you finally realise There's no way you can change the rolling tide But I know, yes, I know that I'll be fine This time, I'm ready to run (Oh-oh) Escape from the city and follow the Sun 'Cause I wanna be yours, don't you wanna be mine? I don't wanna get lost in the dark of the night This time I'm ready to run (Oh-oh) Wherever you are is the place I belong 'Cause I wanna be free and I wanna be young I will never look back, now I'm ready to run Ooh-ooh-ooh I'm ready to run Ooh-ooh-ooh You might also like There's a future in my life I can't foresee Unless, of course, I stay on course and keep you next to me There will always be the kind that criticize But I know, yes, I know we'll be alright This time, I'm ready to run (Oh-oh) Escape from the city and follow the Sun 'Cause I wanna be yours, don't you wanna be mine? I don't wanna get lost in the dark of the night This time I'm ready to run (Oh-oh) Wherever you are is the place I belong 'Cause I wanna be free and I wanna be young I will never look back, now I'm ready to run This time, I'm ready to run (Ready to run) I'd give everything that I've got for your love This time, I'm ready to run Escape from the city and follow the Sun 'Cause I wanna be yours, don't you wanna be mine? I don't wanna get lost in the dark of the night This time I'm ready to run (This time I'm ready to run; Oh-oh) Wherever you are is the place I belong 'Cause I wanna be free and I wanna be young I will never look back, now I'm ready to run",23.0,392,248,63.26530612244898,82,20.918367346938776,82,20.918367346938776,39,9.948979591836734,39,9.948979591836734,0,0.0,wan,False,False,True,False,True,111,,15
Right Now,One Direction,"Ryan Tedder, Harry Styles, Liam Payne, Louis Tomlinson",Midnight Memories,2013,"Lights go down, and The night is calling to me, yeah I hear voices Singing songs in the street, and I know That we won't be going home For so long, for so long, but I know That I won't be on my own Yeah, I love this feeling and Right now I wish you were here with me (Ooh) 'Cause right now, everything is new to me (Ooh) You know, I can't fight the feeling And every night I feel it Right now I wish you were here with me (Ooh) Late-night spaces With all our friends, you and me, yeah Love these faces Just like how it used to be And we won't be going home For so long, for so long, but I know I won't be on my own On my own, I'm feeling like You might also like Right now I wish you were here with me (Ooh) 'Cause right now everything is new to me (Ooh) You know, I can't fight the feeling And every night I feel it Right now I wish you were here with me (Ooh) And I could do this forever (Woah, woah-oh) And let's go crazy together (Woah, woah-oh) Lights go down, and I hear you calling to me, yeah Right now I wish you were here with me (Ooh) 'Cause right now everything is new to me (Ooh) You know, I can't fight the feeling And every night I feel it Right now I wish you were here with me (Ooh)",18.0,285,141,49.47368421052632,73,25.6140350877193,71,24.912280701754387,42,14.736842105263156,28,9.824561403508772,0,0.0,know,True,False,True,False,True,73,,6
Rock Me,One Direction,"Lukasz Gottwald, Henry Walter, Peter Svensson, Allan Grigg, Sam Hollander",Take Me Home,2012,"Do you remember summer '09? Wanna go back there every night Just can't lie, was the best time of my life Lyin' on the beach as the sun blew out Playing this guitar by the fire too loud Oh, my, my, they could never shut us down I used to think that I was better alone Why did I ever wanna let you go? Under the moonlight as we stared at the sea The words you whispered, I will always believe I want you to rock me, rock me, rock me, yeah I want you to rock me, rock me, rock me, yeah I want you to hit the pedal, heavy metal, show me you care I want you to rock me, rock me, rock me, yeah Yeah, we were together, summer '09 Wanna roll back like pressing rewind You were mine and we never said goodbye (Ay, ay) You might also like I used to think that I was better alone (Was better alone) Why did I ever wanna let you go? (Let you go) Under the moonlight as we stared at the sea (Stared at the sea) The words you whispered I will always believe I want you to rock me, rock me, rock me, yeah I want you to rock me, rock me, rock me, yeah I want you to hit the pedal, heavy metal, show me you care I want you to rock me, rock me, rock me, yeah (Rock me, yeah) R-O-C-K me again, R-O-C-K me again R-O-C-K me a-again, yeah, I want you to R-O-C-K me again, R-O-C-K me again R-O-C-K me a-again, yeah I want you to rock me, rock me (Yeah), rock me, yeah I want you to rock me, rock me, rock me, yeah (Yeah) I want you to hit the pedal, heavy metal, show me you care (Care) I want you to rock me (Rock me), rock me (Rock me), rock me, yeah (Yeah) I want you to rock me, rock me, rock me, yeah (Rock me, yeah, yeah, yeah) I want you to rock me, rock me, rock me, yeah (Rock me, yeah) I want you to hit the pedal, heavy metal, show me you care (Show me you care) I want you to rock me (Me, rock me), rock me, rock me, yeah",6.7,418,234,55.980861244019145,91,21.770334928229666,104,24.880382775119617,78,18.66028708133972,0,0.0,0,0.0,rock,False,False,False,False,False,89,,42
